year_month,year,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,remaining_years,remaining_months,remaining_whole,resale_price
2023-03,2023,3,TOA PAYOH,3 ROOM,131B,LOR 1 TOA PAYOH,01 TO 03,68,Model A,2018,94 years 05 months,94,5,94.41666667,638000
2023-03,2023,3,TOA PAYOH,3 ROOM,7,UPP ALJUNIED LANE,10 TO 12,68,Model A,2017,92 years 11 months,92,11,92.91666667,610000
2023-03,2023,3,TOA PAYOH,3 ROOM,7,UPP ALJUNIED LANE,10 TO 12,68,Model A,2017,92 years 11 months,92,11,92.91666667,605000
2023-03,2023,3,TOA PAYOH,4 ROOM,9,JOO SENG RD,01 TO 03,93,Model A,2017,92 years 11 months,92,11,92.91666667,665000
2023-03,2023,3,TOA PAYOH,4 ROOM,9,JOO SENG RD,13 TO 15,93,Model A,2017,92 years 11 months,92,11,92.91666667,795000
2023-03,2023,3,TOA PAYOH,4 ROOM,130B,LOR 1 TOA PAYOH,01 TO 03,93,Model A,2018,94 years 06 months,94,6,94.5,850000
2023-03,2023,3,TOA PAYOH,4 ROOM,130A,LOR 1 TOA PAYOH,04 TO 06,93,Model A,2018,94 years 06 months,94,6,94.5,905000
2023-03,2023,3,TOA PAYOH,4 ROOM,130A,LOR 1 TOA PAYOH,07 TO 09,93,Model A,2018,94 years 05 months,94,5,94.41666667,860000
2023-03,2023,3,TOA PAYOH,4 ROOM,131A,LOR 1 TOA PAYOH,28 TO 30,93,Model A,2018,94 years 05 months,94,5,94.41666667,998888
2023-03,2023,3,TOA PAYOH,4 ROOM,131B,LOR 1 TOA PAYOH,25 TO 27,93,Model A,2018,94 years 05 months,94,5,94.41666667,970000
2023-03,2023,3,TOA PAYOH,4 ROOM,131A,LOR 1 TOA PAYOH,31 TO 33,93,Model A,2018,94 years 05 months,94,5,94.41666667,998000
2023-03,2023,3,TOA PAYOH,4 ROOM,7,UPP ALJUNIED LANE,04 TO 06,93,Model A,2017,93 years,93,0,93,763000
2023-03,2023,3,WOODLANDS,2 ROOM,693B,WOODLANDS AVE 6,04 TO 06,37,Model A,2018,94 years 06 months,94,6,94.5,335000
2023-03,2023,3,WOODLANDS,2 ROOM,780A,WOODLANDS CRES,07 TO 09,47,Model A,2015,91 years 05 months,91,5,91.41666667,311000
2023-03,2023,3,WOODLANDS,2 ROOM,780F,WOODLANDS CRES,10 TO 12,47,Model A,2015,91 years 04 months,91,4,91.33333333,328000
2023-03,2023,3,WOODLANDS,2 ROOM,574B,WOODLANDS DR 16,04 TO 06,47,Model A,2018,94 years 03 months,94,3,94.25,315000
2023-03,2023,3,WOODLANDS,2 ROOM,694D,WOODLANDS DR 62,04 TO 06,37,Model A,2018,94 years 06 months,94,6,94.5,305000
2023-03,2023,3,WOODLANDS,3 ROOM,180A,MARSILING RD,13 TO 15,67,Model A,2015,91 years 05 months,91,5,91.41666667,410000
2023-03,2023,3,WOODLANDS,3 ROOM,180A,MARSILING RD,07 TO 09,66,Model A,2015,91 years 04 months,91,4,91.33333333,390000
2023-03,2023,3,WOODLANDS,3 ROOM,693C,WOODLANDS AVE 6,10 TO 12,68,Model A,2018,94 years 07 months,94,7,94.58333333,452000
2023-03,2023,3,WOODLANDS,3 ROOM,693C,WOODLANDS AVE 6,04 TO 06,68,Model A,2018,94 years 06 months,94,6,94.5,430000
2023-03,2023,3,WOODLANDS,3 ROOM,782D,WOODLANDS CRES,13 TO 15,67,Model A,2015,91 years 03 months,91,3,91.25,425000
2023-03,2023,3,WOODLANDS,3 ROOM,573C,WOODLANDS DR 16,10 TO 12,68,Model A,2018,94 years 04 months,94,4,94.33333333,445500
2023-03,2023,3,WOODLANDS,3 ROOM,573C,WOODLANDS DR 16,04 TO 06,68,Model A,2018,94 years 04 months,94,4,94.33333333,418000
2023-03,2023,3,WOODLANDS,3 ROOM,574B,WOODLANDS DR 16,04 TO 06,68,Model A,2018,94 years 03 months,94,3,94.25,433000
2023-03,2023,3,WOODLANDS,3 ROOM,573C,WOODLANDS DR 16,07 TO 09,68,Model A,2018,94 years 04 months,94,4,94.33333333,423000
2023-03,2023,3,WOODLANDS,3 ROOM,694D,WOODLANDS DR 62,04 TO 06,68,Model A,2018,94 years 07 months,94,7,94.58333333,434000
2023-03,2023,3,WOODLANDS,3 ROOM,694A,WOODLANDS DR 62,07 TO 09,68,Model A,2018,94 years 06 months,94,6,94.5,450000
2023-03,2023,3,WOODLANDS,3 ROOM,717A,WOODLANDS DR 70,01 TO 03,71,Model A,2017,93 years 10 months,93,10,93.83333333,428000
2023-03,2023,3,WOODLANDS,3 ROOM,717B,WOODLANDS DR 70,10 TO 12,71,Model A,2017,93 years 09 months,93,9,93.75,490000
2023-03,2023,3,WOODLANDS,3 ROOM,302A,WOODLANDS ST 31,10 TO 12,67,Model A,2016,92 years 07 months,92,7,92.58333333,455000
2023-03,2023,3,WOODLANDS,4 ROOM,693C,WOODLANDS AVE 6,07 TO 09,93,Model A,2018,94 years 06 months,94,6,94.5,588000
2023-03,2023,3,WOODLANDS,4 ROOM,782C,WOODLANDS CRES,10 TO 12,92,Model A,2015,91 years 05 months,91,5,91.41666667,503000
2023-03,2023,3,WOODLANDS,4 ROOM,780C,WOODLANDS CRES,04 TO 06,92,Model A,2015,91 years 04 months,91,4,91.33333333,475000
2023-03,2023,3,WOODLANDS,4 ROOM,782E,WOODLANDS CRES,04 TO 06,92,Model A,2015,91 years 03 months,91,3,91.25,490000
2023-03,2023,3,WOODLANDS,4 ROOM,782D,WOODLANDS CRES,10 TO 12,92,Model A,2015,91 years 03 months,91,3,91.25,500000
2023-03,2023,3,WOODLANDS,4 ROOM,780D,WOODLANDS CRES,04 TO 06,92,Model A,2015,91 years 04 months,91,4,91.33333333,486000
2023-03,2023,3,WOODLANDS,4 ROOM,573C,WOODLANDS DR 16,10 TO 12,93,Model A,2018,94 years 04 months,94,4,94.33333333,543000
2023-03,2023,3,WOODLANDS,4 ROOM,574B,WOODLANDS DR 16,04 TO 06,93,Model A,2018,94 years 03 months,94,3,94.25,560000
2023-03,2023,3,WOODLANDS,4 ROOM,574A,WOODLANDS DR 16,07 TO 09,93,Model A,2018,94 years 03 months,94,3,94.25,585000
2023-03,2023,3,WOODLANDS,4 ROOM,573C,WOODLANDS DR 16,13 TO 15,93,Model A,2018,94 years 03 months,94,3,94.25,576000
2023-03,2023,3,WOODLANDS,4 ROOM,889D,WOODLANDS DR 50,01 TO 03,93,Model A,2017,93 years 06 months,93,6,93.5,520000
2023-03,2023,3,WOODLANDS,4 ROOM,889D,WOODLANDS DR 50,10 TO 12,93,Model A,2017,93 years 05 months,93,5,93.41666667,590000
2023-03,2023,3,WOODLANDS,4 ROOM,886B,WOODLANDS DR 50,07 TO 09,92,Premium Apartment,2015,90 years 11 months,90,11,90.91666667,545000
2023-03,2023,3,WOODLANDS,4 ROOM,694B,WOODLANDS DR 62,01 TO 03,93,Model A,2018,94 years 07 months,94,7,94.58333333,542000
2023-03,2023,3,WOODLANDS,4 ROOM,694A,WOODLANDS DR 62,01 TO 03,93,Model A,2018,94 years 07 months,94,7,94.58333333,548000
2023-03,2023,3,WOODLANDS,4 ROOM,694C,WOODLANDS DR 62,07 TO 09,92,Model A,2018,94 years 07 months,94,7,94.58333333,560000
2023-03,2023,3,WOODLANDS,4 ROOM,694B,WOODLANDS DR 62,07 TO 09,92,Model A,2018,94 years 06 months,94,6,94.5,578000
2023-03,2023,3,WOODLANDS,4 ROOM,694D,WOODLANDS DR 62,13 TO 15,92,Model A,2018,94 years 06 months,94,6,94.5,573888
2023-03,2023,3,WOODLANDS,4 ROOM,694D,WOODLANDS DR 62,07 TO 09,92,Model A,2018,94 years 06 months,94,6,94.5,578000
2023-03,2023,3,WOODLANDS,4 ROOM,694A,WOODLANDS DR 62,07 TO 09,92,Model A,2018,94 years 06 months,94,6,94.5,568888
2023-03,2023,3,WOODLANDS,4 ROOM,717A,WOODLANDS DR 70,07 TO 09,88,Model A,2017,93 years 09 months,93,9,93.75,602000
2023-03,2023,3,WOODLANDS,4 ROOM,691A,WOODLANDS DR 73,10 TO 12,93,Model A,2018,94 years 04 months,94,4,94.33333333,570000
2023-03,2023,3,WOODLANDS,4 ROOM,691A,WOODLANDS DR 73,07 TO 09,93,Model A,2018,94 years 04 months,94,4,94.33333333,540000
2023-03,2023,3,WOODLANDS,4 ROOM,691A,WOODLANDS DR 73,10 TO 12,93,Model A,2018,94 years 04 months,94,4,94.33333333,570000
2023-03,2023,3,WOODLANDS,4 ROOM,691D,WOODLANDS DR 73,01 TO 03,93,Model A,2018,94 years 03 months,94,3,94.25,523888
2023-03,2023,3,WOODLANDS,4 ROOM,691B,WOODLANDS DR 73,04 TO 06,93,Model A,2018,94 years 04 months,94,4,94.33333333,550000
2023-03,2023,3,WOODLANDS,4 ROOM,784B,WOODLANDS RISE,04 TO 06,93,Model A,2018,94 years 05 months,94,5,94.41666667,530000
2023-03,2023,3,WOODLANDS,4 ROOM,785D,WOODLANDS RISE,01 TO 03,93,Model A,2018,94 years 04 months,94,4,94.33333333,520000
2023-03,2023,3,WOODLANDS,4 ROOM,783C,WOODLANDS RISE,10 TO 12,93,Model A,2018,94 years 04 months,94,4,94.33333333,535000
2023-03,2023,3,WOODLANDS,4 ROOM,785C,WOODLANDS RISE,04 TO 06,93,Model A,2018,94 years 05 months,94,5,94.41666667,535000
2023-03,2023,3,WOODLANDS,5 ROOM,694C,WOODLANDS DR 62,01 TO 03,113,Improved,2018,94 years 07 months,94,7,94.58333333,605000
2023-03,2023,3,WOODLANDS,5 ROOM,694A,WOODLANDS DR 62,04 TO 06,113,Improved,2018,94 years 06 months,94,6,94.5,665000
2023-03,2023,3,WOODLANDS,5 ROOM,694B,WOODLANDS DR 62,04 TO 06,113,Improved,2018,94 years 06 months,94,6,94.5,655000
2023-03,2023,3,WOODLANDS,5 ROOM,717A,WOODLANDS DR 70,10 TO 12,113,Improved,2017,93 years 11 months,93,11,93.91666667,700000
2023-03,2023,3,WOODLANDS,5 ROOM,691B,WOODLANDS DR 73,10 TO 12,113,Improved,2018,94 years 05 months,94,5,94.41666667,690000
2023-03,2023,3,WOODLANDS,5 ROOM,691B,WOODLANDS DR 73,07 TO 09,113,Improved,2018,94 years 03 months,94,3,94.25,670000
2023-03,2023,3,WOODLANDS,5 ROOM,691D,WOODLANDS DR 73,10 TO 12,113,Improved,2018,94 years 03 months,94,3,94.25,702888
2023-03,2023,3,WOODLANDS,5 ROOM,783A,WOODLANDS RISE,04 TO 06,113,Improved,2018,94 years 05 months,94,5,94.41666667,640000
2023-03,2023,3,WOODLANDS,5 ROOM,783B,WOODLANDS RISE,07 TO 09,113,Improved,2018,94 years 04 months,94,4,94.33333333,618000
2023-03,2023,3,WOODLANDS,5 ROOM,783B,WOODLANDS RISE,07 TO 09,113,Improved,2018,94 years 04 months,94,4,94.33333333,600000
2023-03,2023,3,WOODLANDS,5 ROOM,783C,WOODLANDS RISE,10 TO 12,113,Improved,2018,94 years 04 months,94,4,94.33333333,665000
2023-03,2023,3,YISHUN,2 ROOM,424A,YISHUN AVE 11,01 TO 03,47,Model A,2015,91 years 10 months,91,10,91.83333333,305000
2023-03,2023,3,YISHUN,2 ROOM,675D,YISHUN AVE 4,10 TO 12,47,Model A,2018,94 years 09 months,94,9,94.75,315000
2023-03,2023,3,YISHUN,2 ROOM,675A,YISHUN AVE 4,10 TO 12,38,Model A,2018,94 years 08 months,94,8,94.66666667,293000
2023-03,2023,3,YISHUN,2 ROOM,672A,YISHUN AVE 4,10 TO 12,47,Model A,2018,93 years 10 months,93,10,93.83333333,340000
2023-03,2023,3,YISHUN,2 ROOM,677A,YISHUN RING RD,04 TO 06,47,Model A,2018,94 years 08 months,94,8,94.66666667,315000
2023-03,2023,3,YISHUN,3 ROOM,424A,YISHUN AVE 11,01 TO 03,67,Model A,2015,91 years 10 months,91,10,91.83333333,385000
2023-03,2023,3,YISHUN,3 ROOM,424C,YISHUN AVE 11,10 TO 12,67,Model A,2015,91 years 10 months,91,10,91.83333333,438888
2023-03,2023,3,YISHUN,3 ROOM,673C,YISHUN AVE 4,13 TO 15,68,Model A,2018,94 years 10 months,94,10,94.83333333,437000
2023-03,2023,3,YISHUN,3 ROOM,342B,YISHUN RING RD,01 TO 03,68,Premium Apartment,2016,91 years 10 months,91,10,91.83333333,388000
2023-03,2023,3,YISHUN,3 ROOM,813A,YISHUN RING RD,07 TO 09,67,Model A,2018,94 years 02 months,94,2,94.16666667,483800
2023-03,2023,3,YISHUN,3 ROOM,333D,YISHUN ST 31,04 TO 06,67,Model A,2015,91 years 09 months,91,9,91.75,395000
2023-03,2023,3,YISHUN,3 ROOM,505A,YISHUN ST 51,13 TO 15,68,Model A,2016,92 years 01 month,92,1,92.08333333,420000
2023-03,2023,3,YISHUN,3 ROOM,513C,YISHUN ST 51,04 TO 06,68,Model A,2018,94 years,94,0,94,427000
2023-03,2023,3,YISHUN,3 ROOM,513C,YISHUN ST 51,04 TO 06,68,Model A,2018,94 years,94,0,94,425000
2023-03,2023,3,YISHUN,3 ROOM,513C,YISHUN ST 51,13 TO 15,68,Model A,2018,93 years 11 months,93,11,93.91666667,420000
2023-03,2023,3,YISHUN,4 ROOM,432B,YISHUN AVE 1,01 TO 03,92,Model A,2015,91 years 07 months,91,7,91.58333333,475000
2023-03,2023,3,YISHUN,4 ROOM,428A,YISHUN AVE 11,13 TO 15,92,Model A,2015,91 years,91,0,91,530000
2023-03,2023,3,YISHUN,4 ROOM,426B,YISHUN AVE 11,01 TO 03,92,Model A,2015,91 years,91,0,91,473000
2023-03,2023,3,YISHUN,4 ROOM,674B,YISHUN AVE 4,10 TO 12,93,Model A,2018,94 years 10 months,94,10,94.83333333,550000
2023-03,2023,3,YISHUN,4 ROOM,674A,YISHUN AVE 4,01 TO 03,93,Model A,2018,94 years 09 months,94,9,94.75,523888
2023-03,2023,3,YISHUN,4 ROOM,674A,YISHUN AVE 4,07 TO 09,93,Model A,2018,94 years 09 months,94,9,94.75,560000
2023-03,2023,3,YISHUN,4 ROOM,675D,YISHUN AVE 4,07 TO 09,93,Model A,2018,94 years 09 months,94,9,94.75,568000
2023-03,2023,3,YISHUN,4 ROOM,675C,YISHUN AVE 4,07 TO 09,93,Model A,2018,94 years 08 months,94,8,94.66666667,590000
2023-03,2023,3,YISHUN,4 ROOM,672C,YISHUN AVE 4,10 TO 12,93,Model A,2018,93 years 10 months,93,10,93.83333333,580000
2023-03,2023,3,YISHUN,4 ROOM,506B,YISHUN AVE 4,07 TO 09,93,Model A,2018,94 years 01 month,94,1,94.08333333,568000
2023-03,2023,3,YISHUN,4 ROOM,674A,YISHUN AVE 4,04 TO 06,93,Model A,2018,94 years 08 months,94,8,94.66666667,540000
2023-03,2023,3,YISHUN,4 ROOM,506C,YISHUN AVE 4,01 TO 03,93,Model A,2018,94 years 01 month,94,1,94.08333333,535000
2023-03,2023,3,YISHUN,4 ROOM,674B,YISHUN AVE 4,04 TO 06,93,Model A,2018,94 years 08 months,94,8,94.66666667,540000
2023-03,2023,3,YISHUN,4 ROOM,674B,YISHUN AVE 4,07 TO 09,93,Model A,2018,94 years 08 months,94,8,94.66666667,555000
2023-03,2023,3,YISHUN,4 ROOM,508B,YISHUN AVE 4,13 TO 15,93,Model A,2018,94 years 01 month,94,1,94.08333333,600888
2023-03,2023,3,YISHUN,4 ROOM,315B,YISHUN AVE 9,07 TO 09,92,Model A,2015,91 years 08 months,91,8,91.66666667,535000
2023-03,2023,3,YISHUN,4 ROOM,317C,YISHUN AVE 9,01 TO 03,92,Model A,2015,91 years 08 months,91,8,91.66666667,475000
2023-03,2023,3,YISHUN,4 ROOM,676C,YISHUN RING RD,04 TO 06,93,Model A,2018,94 years 08 months,94,8,94.66666667,543800
2023-03,2023,3,YISHUN,4 ROOM,676B,YISHUN RING RD,10 TO 12,93,Model A,2018,94 years 07 months,94,7,94.58333333,585000
2023-03,2023,3,YISHUN,4 ROOM,676B,YISHUN RING RD,04 TO 06,93,Model A,2018,94 years 07 months,94,7,94.58333333,570000
2023-03,2023,3,YISHUN,4 ROOM,334C,YISHUN ST 31,13 TO 15,92,Model A,2015,91 years 09 months,91,9,91.75,521888
2023-03,2023,3,YISHUN,4 ROOM,334B,YISHUN ST 31,04 TO 06,92,Model A,2015,91 years 09 months,91,9,91.75,502000
2023-03,2023,3,YISHUN,4 ROOM,333A,YISHUN ST 31,01 TO 03,92,Model A,2015,91 years 09 months,91,9,91.75,510000
2023-03,2023,3,YISHUN,4 ROOM,336C,YISHUN ST 31,13 TO 15,92,Model A,2015,91 years 08 months,91,8,91.66666667,515000
2023-03,2023,3,YISHUN,4 ROOM,513C,YISHUN ST 51,07 TO 09,93,Model A,2018,94 years,94,0,94,550000
2023-03,2023,3,YISHUN,4 ROOM,512A,YISHUN ST 51,10 TO 12,93,Model A,2017,93 years 05 months,93,5,93.41666667,545000
2023-03,2023,3,YISHUN,4 ROOM,512B,YISHUN ST 51,04 TO 06,93,Model A,2017,93 years 05 months,93,5,93.41666667,520000
2023-03,2023,3,YISHUN,5 ROOM,428A,YISHUN AVE 11,04 TO 06,112,Improved,2015,91 years 01 month,91,1,91.08333333,590000
2023-03,2023,3,YISHUN,5 ROOM,674B,YISHUN AVE 4,10 TO 12,112,Improved,2018,94 years 09 months,94,9,94.75,708000
2023-03,2023,3,YISHUN,5 ROOM,673C,YISHUN AVE 4,13 TO 15,112,Improved,2018,94 years 08 months,94,8,94.66666667,725000
2023-03,2023,3,YISHUN,5 ROOM,673B,YISHUN AVE 4,13 TO 15,112,Improved,2018,94 years 08 months,94,8,94.66666667,740000
2023-03,2023,3,YISHUN,5 ROOM,317A,YISHUN AVE 9,04 TO 06,112,Improved,2015,91 years 07 months,91,7,91.58333333,635000
2023-03,2023,3,YISHUN,5 ROOM,318B,YISHUN AVE 9,07 TO 09,112,Improved,2015,91 years 07 months,91,7,91.58333333,635000
2023-03,2023,3,YISHUN,5 ROOM,676C,YISHUN RING RD,07 TO 09,113,Improved,2018,94 years 07 months,94,7,94.58333333,710000
2023-03,2023,3,YISHUN,5 ROOM,335C,YISHUN ST 31,13 TO 15,112,Improved,2015,91 years 09 months,91,9,91.75,625000
2023-03,2023,3,YISHUN,5 ROOM,334B,YISHUN ST 31,04 TO 06,112,Improved,2015,91 years 09 months,91,9,91.75,600000
2023-03,2023,3,YISHUN,5 ROOM,334B,YISHUN ST 31,01 TO 03,112,Improved,2015,91 years 08 months,91,8,91.66666667,598000
2023-03,2023,3,YISHUN,5 ROOM,505B,YISHUN ST 51,04 TO 06,113,Improved,2016,92 years,92,0,92,620000
2023-03,2023,3,YISHUN,5 ROOM,502D,YISHUN ST 51,13 TO 15,112,Improved,2018,93 years 10 months,93,10,93.83333333,725000
2023-03,2023,3,YISHUN,5 ROOM,501B,YISHUN ST 51,01 TO 03,112,Improved,2018,93 years 10 months,93,10,93.83333333,658000
2023-04,2023,4,ANG MO KIO,4 ROOM,455C,ANG MO KIO ST 44,10 TO 12,93,Model A,2018,94 years,94,0,94,810000
2023-04,2023,4,BEDOK,4 ROOM,187A,BEDOK NTH ST 4,01 TO 03,93,Model A,2018,94 years 09 months,94,9,94.75,700000
2023-04,2023,4,BEDOK,4 ROOM,186B,BEDOK NTH ST 4,04 TO 06,93,Model A,2018,94 years 09 months,94,9,94.75,760000
2023-04,2023,4,BEDOK,4 ROOM,187A,BEDOK NTH ST 4,04 TO 06,93,Model A,2018,94 years 09 months,94,9,94.75,710000
2023-04,2023,4,BEDOK,4 ROOM,187B,BEDOK NTH ST 4,10 TO 12,93,Model A,2018,94 years 09 months,94,9,94.75,780000
2023-04,2023,4,BEDOK,4 ROOM,187B,BEDOK NTH ST 4,07 TO 09,93,Model A,2018,94 years 09 months,94,9,94.75,768888
2023-04,2023,4,BEDOK,4 ROOM,808C,CHAI CHEE RD,01 TO 03,88,Model A,2016,92 years 08 months,92,8,92.66666667,628000
2023-04,2023,4,BEDOK,5 ROOM,187A,BEDOK NTH ST 4,13 TO 15,113,Improved,2018,94 years 09 months,94,9,94.75,870000
2023-04,2023,4,BUKIT BATOK,2 ROOM,292A,BT BATOK EAST AVE 6,04 TO 06,47,Model A,2019,94 years 10 months,94,10,94.83333333,340000
2023-04,2023,4,BUKIT BATOK,2 ROOM,450A,BT BATOK WEST AVE 6,10 TO 12,38,Model A,2019,94 years 11 months,94,11,94.91666667,320000
2023-04,2023,4,BUKIT BATOK,3 ROOM,293D,BT BATOK ST 21,04 TO 06,68,Model A,2019,94 years 09 months,94,9,94.75,470000
2023-04,2023,4,BUKIT BATOK,3 ROOM,450D,BT BATOK WEST AVE 6,19 TO 21,67,Model A,2019,95 years,95,0,95,505000
2023-04,2023,4,BUKIT BATOK,3 ROOM,450A,BT BATOK WEST AVE 6,10 TO 12,67,Model A,2019,95 years,95,0,95,485000
2023-04,2023,4,BUKIT BATOK,3 ROOM,441C,BT BATOK WEST AVE 8,07 TO 09,67,Model A,2019,95 years,95,0,95,452000
2023-04,2023,4,BUKIT BATOK,3 ROOM,448A,BT BATOK WEST AVE 9,16 TO 18,68,Model A,2019,95 years,95,0,95,465000
2023-04,2023,4,BUKIT BATOK,3 ROOM,448C,BT BATOK WEST AVE 9,10 TO 12,68,Model A,2019,95 years,95,0,95,470000
2023-04,2023,4,BUKIT BATOK,3 ROOM,448C,BT BATOK WEST AVE 9,10 TO 12,68,Model A,2019,95 years,95,0,95,460000
2023-04,2023,4,BUKIT BATOK,4 ROOM,292B,BT BATOK EAST AVE 6,31 TO 33,93,Model A,2019,94 years 10 months,94,10,94.83333333,750000
2023-04,2023,4,BUKIT BATOK,4 ROOM,292B,BT BATOK EAST AVE 6,25 TO 27,93,Model A,2019,94 years 10 months,94,10,94.83333333,745000
2023-04,2023,4,BUKIT BATOK,4 ROOM,293A,BT BATOK ST 21,16 TO 18,93,Model A,2019,94 years 10 months,94,10,94.83333333,699999
2023-04,2023,4,BUKIT BATOK,4 ROOM,293D,BT BATOK ST 21,01 TO 03,93,Model A,2019,94 years 10 months,94,10,94.83333333,608000
2023-04,2023,4,BUKIT BATOK,4 ROOM,453A,BT BATOK WEST AVE 6,07 TO 09,93,Model A,2019,95 years,95,0,95,618000
2023-04,2023,4,BUKIT BATOK,4 ROOM,445B,BT BATOK WEST AVE 8,16 TO 18,92,Model A,2019,94 years 10 months,94,10,94.83333333,590000
2023-04,2023,4,BUKIT BATOK,4 ROOM,443D,BT BATOK WEST AVE 8,04 TO 06,92,Model A,2019,95 years,95,0,95,575000
2023-04,2023,4,BUKIT BATOK,4 ROOM,441C,BT BATOK WEST AVE 8,07 TO 09,92,Model A,2019,95 years,95,0,95,590000
2023-04,2023,4,BUKIT BATOK,4 ROOM,440B,BT BATOK WEST AVE 8,04 TO 06,92,Model A,2019,94 years 11 months,94,11,94.91666667,580000
2023-04,2023,4,BUKIT BATOK,4 ROOM,442A,BT BATOK WEST AVE 8,07 TO 09,92,Model A,2019,94 years 11 months,94,11,94.91666667,588000
2023-04,2023,4,BUKIT BATOK,4 ROOM,442A,BT BATOK WEST AVE 8,13 TO 15,92,Model A,2019,94 years 11 months,94,11,94.91666667,590000
2023-04,2023,4,BUKIT BATOK,4 ROOM,449B,BT BATOK WEST AVE 9,07 TO 09,93,Model A,2019,95 years,95,0,95,650000
2023-04,2023,4,BUKIT BATOK,4 ROOM,448C,BT BATOK WEST AVE 9,10 TO 12,93,Model A,2019,95 years,95,0,95,620000
2023-04,2023,4,BUKIT BATOK,4 ROOM,449A,BT BATOK WEST AVE 9,13 TO 15,93,Model A,2019,94 years 11 months,94,11,94.91666667,650000
2023-04,2023,4,BUKIT BATOK,5 ROOM,296A,BT BATOK ST 22,16 TO 18,115,Premium Apartment,2018,94 years,94,0,94,900000
2023-04,2023,4,BUKIT BATOK,5 ROOM,451B,BT BATOK WEST AVE 6,16 TO 18,113,Improved,2019,95 years,95,0,95,810000
2023-04,2023,4,BUKIT BATOK,5 ROOM,446A,BT BATOK WEST AVE 8,16 TO 18,112,Improved,2019,94 years 10 months,94,10,94.83333333,770000
2023-04,2023,4,BUKIT BATOK,5 ROOM,445A,BT BATOK WEST AVE 8,04 TO 06,112,Improved,2019,94 years 10 months,94,10,94.83333333,690000
2023-04,2023,4,BUKIT MERAH,3 ROOM,10A,BOON TIONG RD,19 TO 21,62,Model A,2016,91 years 10 months,91,10,91.83333333,730000
2023-04,2023,4,BUKIT MERAH,3 ROOM,95A,HENDERSON RD,19 TO 21,68,Model A,2019,95 years 02 months,95,2,95.16666667,700000
2023-04,2023,4,BUKIT MERAH,4 ROOM,93B,TELOK BLANGAH ST 31,16 TO 18,93,Model A,2018,94 years 09 months,94,9,94.75,895000
2023-04,2023,4,BUKIT MERAH,4 ROOM,93A,TELOK BLANGAH ST 31,16 TO 18,93,Model A,2018,94 years 09 months,94,9,94.75,890000
2023-04,2023,4,BUKIT MERAH,4 ROOM,92B,TELOK BLANGAH ST 31,25 TO 27,93,Model A,2018,94 years 10 months,94,10,94.83333333,918000
2023-04,2023,4,BUKIT MERAH,4 ROOM,92B,TELOK BLANGAH ST 31,13 TO 15,93,Model A,2018,94 years 10 months,94,10,94.83333333,880000
2023-04,2023,4,BUKIT MERAH,4 ROOM,91A,TELOK BLANGAH ST 31,25 TO 27,93,Model A,2018,94 years 09 months,94,9,94.75,830000
2023-04,2023,4,BUKIT MERAH,4 ROOM,91A,TELOK BLANGAH ST 31,16 TO 18,93,Model A,2018,94 years 09 months,94,9,94.75,920000
2023-04,2023,4,BUKIT PANJANG,4 ROOM,546B,SEGAR RD,04 TO 06,92,Model A,2015,91 years 04 months,91,4,91.33333333,515888
2023-04,2023,4,BUKIT PANJANG,4 ROOM,550B,SEGAR RD,04 TO 06,92,Model A,2015,91 years 09 months,91,9,91.75,480000
2023-04,2023,4,BUKIT PANJANG,4 ROOM,548A,SEGAR RD,04 TO 06,92,Model A,2015,91 years 09 months,91,9,91.75,508000
2023-04,2023,4,BUKIT PANJANG,4 ROOM,486,SEGAR RD,07 TO 09,93,Model A,2014,90 years 09 months,90,9,90.75,535000
2023-04,2023,4,BUKIT PANJANG,4 ROOM,549B,SEGAR RD,01 TO 03,92,Model A,2015,91 years 09 months,91,9,91.75,470000
2023-04,2023,4,BUKIT PANJANG,4 ROOM,550B,SEGAR RD,16 TO 18,92,Model A,2015,91 years 09 months,91,9,91.75,560000
2023-04,2023,4,BUKIT PANJANG,4 ROOM,634A,SENJA RD,04 TO 06,93,Model A,2015,91 years 07 months,91,7,91.58333333,501000
2023-04,2023,4,CHOA CHU KANG,4 ROOM,811A,CHOA CHU KANG AVE 7,04 TO 06,93,Model A,2017,93 years 08 months,93,8,93.66666667,503000
2023-04,2023,4,CHOA CHU KANG,4 ROOM,801C,KEAT HONG CL,10 TO 12,92,Model A,2018,93 years 11 months,93,11,93.91666667,540000
2023-04,2023,4,CHOA CHU KANG,4 ROOM,803B,KEAT HONG CL,07 TO 09,93,Model A,2017,93 years 02 months,93,2,93.16666667,530000
2023-04,2023,4,CHOA CHU KANG,4 ROOM,804B,KEAT HONG CL,13 TO 15,93,Model A,2017,93 years 02 months,93,2,93.16666667,548888
2023-04,2023,4,CHOA CHU KANG,4 ROOM,803A,KEAT HONG CL,04 TO 06,93,Model A,2017,93 years 02 months,93,2,93.16666667,550000
2023-04,2023,4,CHOA CHU KANG,5 ROOM,810A,CHOA CHU KANG AVE 7,16 TO 18,113,Improved,2017,93 years 08 months,93,8,93.66666667,680000
2023-04,2023,4,CHOA CHU KANG,5 ROOM,810A,CHOA CHU KANG AVE 7,16 TO 18,113,Improved,2017,93 years 07 months,93,7,93.58333333,650000
