year_month,year,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,remaining_years,remaining_months,remaining_whole,resale_price
2019-04,2019,4,PUNGGOL,4 ROOM,168D,PUNGGOL FIELD,07 TO 09,92,Model A,2014,94 years,94,0,94,400000
2019-04,2019,4,PUNGGOL,4 ROOM,169B,PUNGGOL FIELD,13 TO 15,92,Model A,2014,94 years 01 month,94,1,94.08333333,405000
2019-04,2019,4,PUNGGOL,4 ROOM,213A,PUNGGOL WALK,04 TO 06,93,Model A,2015,95 years,95,0,95,410000
2019-04,2019,4,PUNGGOL,4 ROOM,170C,PUNGGOL FIELD,10 TO 12,92,Model A,2014,94 years,94,0,94,424000
2019-04,2019,4,PUNGGOL,4 ROOM,614A,EDGEFIELD PLAINS,13 TO 15,92,Model A,2012,92 years 08 months,92,8,92.66666667,435000
2019-04,2019,4,PUNGGOL,4 ROOM,613A,PUNGGOL DR,13 TO 15,93,Model A,2012,92 years 09 months,92,9,92.75,437000
2019-04,2019,4,PUNGGOL,4 ROOM,209A,PUNGGOL PL,04 TO 06,92,Model A,2014,94 years 09 months,94,9,94.75,438888
2019-04,2019,4,PUNGGOL,4 ROOM,604B,PUNGGOL RD,10 TO 12,93,Model A,2012,92 years 05 months,92,5,92.41666667,439800
2019-04,2019,4,PUNGGOL,4 ROOM,313A,SUMANG LINK,01 TO 03,92,Model A,2015,95 years 02 months,95,2,95.16666667,440000
2019-04,2019,4,PUNGGOL,4 ROOM,210B,PUNGGOL PL,04 TO 06,92,Model A,2014,94 years 08 months,94,8,94.66666667,440000
2019-04,2019,4,PUNGGOL,4 ROOM,624C,PUNGGOL CTRL,04 TO 06,94,Model A,2014,94 years,94,0,94,445000
2019-04,2019,4,PUNGGOL,4 ROOM,613A,PUNGGOL DR,10 TO 12,93,Model A,2012,92 years 08 months,92,8,92.66666667,450000
2019-04,2019,4,PUNGGOL,4 ROOM,617D,PUNGGOL DR,07 TO 09,95,Premium Apartment,2013,93 years 05 months,93,5,93.41666667,452000
2019-04,2019,4,PUNGGOL,4 ROOM,209B,PUNGGOL PL,13 TO 15,92,Model A,2014,94 years 09 months,94,9,94.75,455000
2019-04,2019,4,PUNGGOL,4 ROOM,313A,SUMANG LINK,04 TO 06,92,Model A,2015,95 years 02 months,95,2,95.16666667,460000
2019-04,2019,4,PUNGGOL,4 ROOM,289B,PUNGGOL PL,04 TO 06,98,Premium Apartment,2013,92 years 11 months,92,11,92.91666667,465000
2019-04,2019,4,PUNGGOL,4 ROOM,305B,PUNGGOL RD,04 TO 06,93,Premium Apartment,2012,92 years 03 months,92,3,92.25,468000
2019-04,2019,4,PUNGGOL,4 ROOM,211A,PUNGGOL WALK,04 TO 06,92,Model A,2014,94 years,94,0,94,468888
2019-04,2019,4,PUNGGOL,4 ROOM,289B,PUNGGOL PL,04 TO 06,98,Premium Apartment,2013,92 years 11 months,92,11,92.91666667,470000
2019-04,2019,4,PUNGGOL,4 ROOM,624A,PUNGGOL CTRL,13 TO 15,95,Model A,2014,94 years,94,0,94,470000
2019-04,2019,4,PUNGGOL,4 ROOM,209B,PUNGGOL PL,07 TO 09,92,Model A,2014,94 years 08 months,94,8,94.66666667,470000
2019-04,2019,4,PUNGGOL,4 ROOM,211B,PUNGGOL WALK,04 TO 06,92,Model A,2014,94 years,94,0,94,475000
2019-04,2019,4,PUNGGOL,4 ROOM,302A,PUNGGOL PL,07 TO 09,93,Premium Apartment,2011,90 years 11 months,90,11,90.91666667,480000
2019-04,2019,4,PUNGGOL,4 ROOM,622C,PUNGGOL CTRL,16 TO 18,94,Model A,2014,94 years,94,0,94,480000
2019-04,2019,4,PUNGGOL,4 ROOM,209B,PUNGGOL PL,07 TO 09,92,Model A,2014,94 years 08 months,94,8,94.66666667,480000
2019-04,2019,4,PUNGGOL,4 ROOM,210A,PUNGGOL PL,04 TO 06,92,Model A,2014,94 years 09 months,94,9,94.75,480000
2019-04,2019,4,PUNGGOL,4 ROOM,212A,PUNGGOL WALK,07 TO 09,93,Model A,2015,95 years 01 month,95,1,95.08333333,480000
2019-04,2019,4,PUNGGOL,4 ROOM,313A,SUMANG LINK,10 TO 12,92,Model A,2015,95 years 02 months,95,2,95.16666667,482000
2019-04,2019,4,PUNGGOL,4 ROOM,313B,SUMANG LINK,13 TO 15,92,Model A,2015,95 years 02 months,95,2,95.16666667,505000
2019-04,2019,4,PUNGGOL,4 ROOM,266C,PUNGGOL WAY,07 TO 09,92,Model A,2015,95 years 02 months,95,2,95.16666667,508000
2019-04,2019,4,PUNGGOL,4 ROOM,305B,PUNGGOL RD,10 TO 12,92,Premium Apartment,2012,92 years 03 months,92,3,92.25,520000
2019-04,2019,4,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,10 TO 12,92,Model A,2015,95 years 02 months,95,2,95.16666667,520000
2019-04,2019,4,PUNGGOL,4 ROOM,211B,PUNGGOL WALK,13 TO 15,95,Model A,2014,94 years,94,0,94,521000
2019-04,2019,4,PUNGGOL,4 ROOM,272C,PUNGGOL WALK,04 TO 06,94,Premium Apartment,2014,94 years,94,0,94,525000
2019-04,2019,4,PUNGGOL,4 ROOM,274A,PUNGGOL PL,10 TO 12,94,Premium Apartment,2013,93 years 03 months,93,3,93.25,528000
2019-04,2019,4,PUNGGOL,4 ROOM,270B,PUNGGOL FIELD,10 TO 12,93,Premium Apartment,2013,92 years 10 months,92,10,92.83333333,530000
2019-04,2019,4,PUNGGOL,4 ROOM,268B,PUNGGOL FIELD,07 TO 09,99,Premium Apartment,2013,92 years 09 months,92,9,92.75,535000
2019-04,2019,4,PUNGGOL,4 ROOM,268C,PUNGGOL FIELD,07 TO 09,97,Premium Apartment,2013,92 years 10 months,92,10,92.83333333,535000
2019-04,2019,4,PUNGGOL,4 ROOM,269C,PUNGGOL FIELD,07 TO 09,97,Premium Apartment,2013,92 years 09 months,92,9,92.75,535000
2019-04,2019,4,PUNGGOL,4 ROOM,306A,PUNGGOL PL,07 TO 09,97,Premium Apartment,2012,92 years 03 months,92,3,92.25,535000
2019-04,2019,4,PUNGGOL,4 ROOM,271A,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,94 years,94,0,94,535000
2019-04,2019,4,PUNGGOL,4 ROOM,265D,PUNGGOL WAY,16 TO 18,92,Model A,2015,95 years 02 months,95,2,95.16666667,540000
2019-04,2019,4,PUNGGOL,4 ROOM,306C,PUNGGOL PL,13 TO 15,97,Premium Apartment,2012,92 years 03 months,92,3,92.25,540000
2019-04,2019,4,PUNGGOL,4 ROOM,271A,PUNGGOL WALK,10 TO 12,93,Premium Apartment,2014,94 years,94,0,94,542500
2019-04,2019,4,PUNGGOL,4 ROOM,271C,PUNGGOL WALK,16 TO 18,93,Premium Apartment,2014,94 years,94,0,94,543800
2019-04,2019,4,PUNGGOL,4 ROOM,265A,PUNGGOL WAY,10 TO 12,92,Model A,2015,95 years 03 months,95,3,95.25,550000
2019-04,2019,4,PUNGGOL,4 ROOM,273A,PUNGGOL PL,13 TO 15,93,Premium Apartment,2013,93 years 04 months,93,4,93.33333333,550000
2019-04,2019,4,PUNGGOL,4 ROOM,288B,PUNGGOL PL,10 TO 12,95,Premium Apartment,2013,92 years 11 months,92,11,92.91666667,550000
2019-04,2019,4,PUNGGOL,4 ROOM,306D,PUNGGOL DR,13 TO 15,93,Premium Apartment,2012,92 years 03 months,92,3,92.25,568000
2019-04,2019,4,PUNGGOL,5 ROOM,213B,PUNGGOL WALK,04 TO 06,113,Improved,2015,95 years,95,0,95,555000
2019-04,2019,4,PUNGGOL,5 ROOM,617B,PUNGGOL DR,04 TO 06,118,Premium Apartment,2013,93 years 06 months,93,6,93.5,575000
2019-04,2019,4,PUNGGOL,5 ROOM,269A,PUNGGOL FIELD,04 TO 06,112,Premium Apartment,2013,92 years 09 months,92,9,92.75,580000
2019-04,2019,4,PUNGGOL,5 ROOM,213C,PUNGGOL WALK,07 TO 09,113,Improved,2015,95 years,95,0,95,590000
2019-04,2019,4,PUNGGOL,5 ROOM,265A,PUNGGOL WAY,13 TO 15,112,Improved,2015,95 years 02 months,95,2,95.16666667,595000
2019-04,2019,4,PUNGGOL,5 ROOM,618C,PUNGGOL DR,16 TO 18,113,Premium Apartment,2013,93 years 05 months,93,5,93.41666667,625000
2019-04,2019,4,PUNGGOL,5 ROOM,266D,PUNGGOL WAY,13 TO 15,111,Improved,2015,95 years 02 months,95,2,95.16666667,628000
2019-04,2019,4,PUNGGOL,5 ROOM,288A,PUNGGOL PL,04 TO 06,116,Premium Apartment,2013,93 years,93,0,93,635000
2019-04,2019,4,PUNGGOL,5 ROOM,313B,SUMANG LINK,04 TO 06,112,Improved,2015,95 years 02 months,95,2,95.16666667,643000
2019-04,2019,4,PUNGGOL,5 ROOM,268A,PUNGGOL FIELD,13 TO 15,113,Premium Apartment,2013,92 years 10 months,92,10,92.83333333,650000
2019-04,2019,4,PUNGGOL,5 ROOM,269C,PUNGGOL FIELD,16 TO 18,112,Premium Apartment,2013,92 years 09 months,92,9,92.75,660000
2019-04,2019,4,PUNGGOL,5 ROOM,273B,PUNGGOL PL,16 TO 18,117,Premium Apartment,2013,93 years 03 months,93,3,93.25,680000
2019-04,2019,4,PUNGGOL,5 ROOM,313B,SUMANG LINK,10 TO 12,112,Improved,2015,95 years 02 months,95,2,95.16666667,703000
2019-04,2019,4,QUEENSTOWN,2 ROOM,51,C'WEALTH DR,10 TO 12,47,Model A,2015,94 years 11 months,94,11,94.91666667,327000
2019-04,2019,4,QUEENSTOWN,3 ROOM,51,C'WEALTH DR,04 TO 06,63,Model A,2015,94 years 10 months,94,10,94.83333333,515000
2019-04,2019,4,QUEENSTOWN,3 ROOM,26,GHIM MOH LINK,19 TO 21,67,Model A,2013,93 years,93,0,93,590000
2019-04,2019,4,QUEENSTOWN,4 ROOM,53,C'WEALTH DR,07 TO 09,93,Model A,2015,94 years 11 months,94,11,94.91666667,728000
2019-04,2019,4,QUEENSTOWN,4 ROOM,23,GHIM MOH LINK,07 TO 09,92,Model A,2013,93 years,93,0,93,740000
2019-04,2019,4,QUEENSTOWN,4 ROOM,61B,STRATHMORE AVE,13 TO 15,94,Model A,2011,91 years 05 months,91,5,91.41666667,773000
2019-04,2019,4,QUEENSTOWN,4 ROOM,61B,STRATHMORE AVE,13 TO 15,98,Model A,2011,91 years 05 months,91,5,91.41666667,785000
2019-04,2019,4,QUEENSTOWN,4 ROOM,53,C'WEALTH DR,28 TO 30,88,Model A,2015,94 years 10 months,94,10,94.83333333,818000
2019-04,2019,4,QUEENSTOWN,5 ROOM,18C,HOLLAND DR,04 TO 06,117,Improved,2012,92 years 05 months,92,5,92.41666667,955000
2019-04,2019,4,SEMBAWANG,2 ROOM,593B,MONTREAL LINK,04 TO 06,47,Model A,2015,95 years,95,0,95,220000
2019-04,2019,4,SEMBAWANG,2 ROOM,593B,MONTREAL LINK,10 TO 12,47,Model A,2015,95 years,95,0,95,235000
2019-04,2019,4,SEMBAWANG,3 ROOM,463A,SEMBAWANG DR,04 TO 06,67,Model A,2015,95 years 01 month,95,1,95.08333333,280000
2019-04,2019,4,SEMBAWANG,3 ROOM,463B,SEMBAWANG DR,10 TO 12,67,Model A,2015,95 years 02 months,95,2,95.16666667,288000
2019-04,2019,4,SEMBAWANG,3 ROOM,590B,MONTREAL LINK,04 TO 06,68,Model A,2015,95 years 01 month,95,1,95.08333333,292000
2019-04,2019,4,SEMBAWANG,3 ROOM,590A,MONTREAL LINK,07 TO 09,68,Model A,2015,95 years,95,0,95,296000
2019-04,2019,4,SEMBAWANG,3 ROOM,593B,MONTREAL LINK,13 TO 15,68,Model A,2015,95 years,95,0,95,300000
2019-04,2019,4,SEMBAWANG,3 ROOM,590C,MONTREAL LINK,10 TO 12,68,Model A,2015,95 years,95,0,95,308000
2019-04,2019,4,SEMBAWANG,4 ROOM,463C,SEMBAWANG DR,01 TO 03,92,Model A,2015,95 years 01 month,95,1,95.08333333,345000
2019-04,2019,4,SEMBAWANG,4 ROOM,592B,MONTREAL LINK,04 TO 06,93,Model A,2015,95 years,95,0,95,350000
2019-04,2019,4,SEMBAWANG,4 ROOM,489,ADMIRALTY LINK,10 TO 12,96,Model A,2010,90 years 04 months,90,4,90.33333333,355000
2019-04,2019,4,SEMBAWANG,4 ROOM,489,ADMIRALTY LINK,16 TO 18,94,Model A,2010,90 years 04 months,90,4,90.33333333,355000
2019-04,2019,4,SEMBAWANG,4 ROOM,590C,MONTREAL LINK,04 TO 06,93,Model A,2015,95 years,95,0,95,370000
2019-04,2019,4,SEMBAWANG,4 ROOM,590C,MONTREAL LINK,10 TO 12,93,Model A,2015,95 years,95,0,95,403888
2019-04,2019,4,SENGKANG,2 ROOM,441B,FERNVALE RD,13 TO 15,50,Model A,2012,91 years 10 months,91,10,91.83333333,206000
2019-04,2019,4,SENGKANG,2 ROOM,450B,SENGKANG WEST WAY,13 TO 15,46,Model A,2014,94 years 04 months,94,4,94.33333333,238000
2019-04,2019,4,SENGKANG,3 ROOM,430C,FERNVALE LINK,01 TO 03,67,Model A,2015,95 years 02 months,95,2,95.16666667,280000
2019-04,2019,4,SENGKANG,3 ROOM,430C,FERNVALE LINK,01 TO 03,67,Model A,2015,95 years 02 months,95,2,95.16666667,300000
2019-04,2019,4,SENGKANG,3 ROOM,281A,SENGKANG EAST AVE,10 TO 12,67,Premium Apartment,2015,95 years 04 months,95,4,95.33333333,390000
2019-04,2019,4,SENGKANG,4 ROOM,180C,RIVERVALE CRES,01 TO 03,93,Model A,2015,94 years 11 months,94,11,94.91666667,345000
2019-04,2019,4,SENGKANG,4 ROOM,178C,RIVERVALE CRES,04 TO 06,93,Model A,2015,94 years 11 months,94,11,94.91666667,372000
2019-04,2019,4,SENGKANG,4 ROOM,178D,RIVERVALE CRES,13 TO 15,93,Model A,2015,95 years,95,0,95,380000
2019-04,2019,4,SENGKANG,4 ROOM,178D,RIVERVALE CRES,13 TO 15,93,Model A,2015,95 years,95,0,95,385000
2019-04,2019,4,SENGKANG,4 ROOM,178B,RIVERVALE CRES,13 TO 15,93,Model A,2015,94 years 11 months,94,11,94.91666667,388000
2019-04,2019,4,SENGKANG,4 ROOM,439C,SENGKANG WEST AVE,04 TO 06,94,Model A,2011,90 years 10 months,90,10,90.83333333,388000
2019-04,2019,4,SENGKANG,4 ROOM,450A,SENGKANG WEST WAY,07 TO 09,92,Model A,2014,94 years 04 months,94,4,94.33333333,388000
2019-04,2019,4,SENGKANG,4 ROOM,178A,RIVERVALE CRES,10 TO 12,93,Model A,2015,95 years,95,0,95,390000
2019-04,2019,4,SENGKANG,4 ROOM,180C,RIVERVALE CRES,16 TO 18,93,Model A,2015,95 years,95,0,95,393000
2019-04,2019,4,SENGKANG,4 ROOM,438B,SENGKANG WEST AVE,13 TO 15,94,Model A,2011,90 years 11 months,90,11,90.91666667,395000
2019-04,2019,4,SENGKANG,4 ROOM,435C,FERNVALE RD,04 TO 06,94,Premium Apartment,2013,93 years 02 months,93,2,93.16666667,395000
2019-04,2019,4,SENGKANG,4 ROOM,211A,COMPASSVALE LANE,07 TO 09,93,Model A,2013,92 years 10 months,92,10,92.83333333,400000
2019-04,2019,4,SENGKANG,4 ROOM,178B,RIVERVALE CRES,16 TO 18,93,Model A,2015,94 years 11 months,94,11,94.91666667,400000
2019-04,2019,4,SENGKANG,4 ROOM,180C,RIVERVALE CRES,10 TO 12,93,Model A,2015,94 years 11 months,94,11,94.91666667,400000
2019-04,2019,4,SENGKANG,4 ROOM,180C,RIVERVALE CRES,16 TO 18,93,Model A,2015,94 years 11 months,94,11,94.91666667,400000
2019-04,2019,4,SENGKANG,4 ROOM,441A,FERNVALE RD,07 TO 09,93,Model A,2012,91 years 11 months,91,11,91.91666667,405000
2019-04,2019,4,SENGKANG,4 ROOM,443B,FERNVALE RD,10 TO 12,94,Model A,2012,92 years 07 months,92,7,92.58333333,405000
2019-04,2019,4,SENGKANG,4 ROOM,212B,COMPASSVALE DR,10 TO 12,95,Premium Apartment,2012,92 years 06 months,92,6,92.5,415000
2019-04,2019,4,SENGKANG,4 ROOM,452B,SENGKANG WEST WAY,07 TO 09,92,Model A,2015,95 years 01 month,95,1,95.08333333,418000
2019-04,2019,4,SENGKANG,4 ROOM,430A,FERNVALE LINK,16 TO 18,92,Model A,2015,95 years 01 month,95,1,95.08333333,420000
2019-04,2019,4,SENGKANG,4 ROOM,180C,RIVERVALE CRES,16 TO 18,93,Model A,2015,94 years 11 months,94,11,94.91666667,420000
2019-04,2019,4,SENGKANG,4 ROOM,451B,SENGKANG WEST WAY,16 TO 18,92,Model A,2015,95 years 02 months,95,2,95.16666667,420000
2019-04,2019,4,SENGKANG,4 ROOM,450A,SENGKANG WEST WAY,16 TO 18,92,Model A,2014,94 years 03 months,94,3,94.25,430000
2019-04,2019,4,SENGKANG,4 ROOM,435A,FERNVALE RD,10 TO 12,94,Premium Apartment,2013,93 years 03 months,93,3,93.25,430000
2019-04,2019,4,SENGKANG,4 ROOM,448A,SENGKANG WEST WAY,19 TO 21,92,Model A,2014,94 years 03 months,94,3,94.25,430000
2019-04,2019,4,SENGKANG,4 ROOM,435A,FERNVALE RD,07 TO 09,94,Premium Apartment,2013,93 years 02 months,93,2,93.16666667,435000
2019-04,2019,4,SENGKANG,4 ROOM,446B,JLN KAYU,16 TO 18,93,Model A,2013,93 years 08 months,93,8,93.66666667,439000
2019-04,2019,4,SENGKANG,4 ROOM,410B,FERNVALE RD,19 TO 21,96,Premium Apartment,2012,92 years 07 months,92,7,92.58333333,440000
2019-04,2019,4,SENGKANG,4 ROOM,332C,ANCHORVALE LINK,01 TO 03,92,Model A,2015,95 years 02 months,95,2,95.16666667,443888
2019-04,2019,4,SENGKANG,4 ROOM,446C,JLN KAYU,22 TO 24,93,Model A,2013,93 years 07 months,93,7,93.58333333,445000
2019-04,2019,4,SENGKANG,4 ROOM,446C,JLN KAYU,22 TO 24,93,Model A,2013,93 years 07 months,93,7,93.58333333,450000
2019-04,2019,4,SENGKANG,4 ROOM,327B,ANCHORVALE RD,10 TO 12,92,Premium Apartment,2015,95 years,95,0,95,460000
2019-04,2019,4,SENGKANG,4 ROOM,445A,FERNVALE RD,22 TO 24,94,Model A,2012,92 years 08 months,92,8,92.66666667,460000
2019-04,2019,4,SENGKANG,4 ROOM,332A,ANCHORVALE LINK,10 TO 12,92,Model A,2015,95 years 02 months,95,2,95.16666667,460000
2019-04,2019,4,SENGKANG,4 ROOM,332B,ANCHORVALE LINK,10 TO 12,92,Model A,2015,95 years 02 months,95,2,95.16666667,460000
2019-04,2019,4,SENGKANG,4 ROOM,333D,ANCHORVALE LINK,07 TO 09,92,Model A,2015,95 years 02 months,95,2,95.16666667,465888
2019-04,2019,4,SENGKANG,4 ROOM,326B,ANCHORVALE RD,13 TO 15,92,Premium Apartment,2015,95 years,95,0,95,479000
2019-04,2019,4,SENGKANG,4 ROOM,281B,SENGKANG EAST AVE,01 TO 03,92,Premium Apartment,2015,95 years 04 months,95,4,95.33333333,488000
2019-04,2019,4,SENGKANG,4 ROOM,281B,SENGKANG EAST AVE,01 TO 03,92,Premium Apartment,2015,95 years 05 months,95,5,95.41666667,498000
2019-04,2019,4,SENGKANG,4 ROOM,271B,SENGKANG CTRL,13 TO 15,93,Premium Apartment,2010,90 years 01 month,90,1,90.08333333,520800
2019-04,2019,4,SENGKANG,4 ROOM,281B,SENGKANG EAST AVE,04 TO 06,92,Premium Apartment,2015,95 years 04 months,95,4,95.33333333,540000
2019-04,2019,4,SENGKANG,4 ROOM,281B,SENGKANG EAST AVE,04 TO 06,92,Premium Apartment,2015,95 years 05 months,95,5,95.41666667,555000
2019-04,2019,4,SENGKANG,4 ROOM,282A,SENGKANG EAST AVE,04 TO 06,92,Premium Apartment,2015,95 years 04 months,95,4,95.33333333,560000
2019-04,2019,4,SENGKANG,4 ROOM,281A,SENGKANG EAST AVE,13 TO 15,92,Premium Apartment,2015,95 years 04 months,95,4,95.33333333,565000
2019-04,2019,4,SENGKANG,4 ROOM,281B,SENGKANG EAST AVE,10 TO 12,92,Premium Apartment,2015,95 years 04 months,95,4,95.33333333,569000
2019-04,2019,4,SENGKANG,4 ROOM,281B,SENGKANG EAST AVE,13 TO 15,92,Premium Apartment,2015,95 years 04 months,95,4,95.33333333,590000
2019-04,2019,4,SENGKANG,4 ROOM,281B,SENGKANG EAST AVE,13 TO 15,92,Premium Apartment,2015,95 years 04 months,95,4,95.33333333,600000
2019-04,2019,4,SENGKANG,4 ROOM,281B,SENGKANG EAST AVE,10 TO 12,92,Premium Apartment,2015,95 years 05 months,95,5,95.41666667,610000
2019-04,2019,4,SENGKANG,5 ROOM,430D,FERNVALE LINK,10 TO 12,112,Improved,2015,95 years 01 month,95,1,95.08333333,540000
2019-04,2019,4,SENGKANG,5 ROOM,451A,SENGKANG WEST WAY,22 TO 24,111,Improved,2015,95 years 02 months,95,2,95.16666667,540000
2019-04,2019,4,SENGKANG,5 ROOM,332A,ANCHORVALE LINK,10 TO 12,112,Improved,2015,95 years 03 months,95,3,95.25,550000
2019-04,2019,4,SENGKANG,5 ROOM,326B,ANCHORVALE RD,04 TO 06,112,Premium Apartment,2015,95 years,95,0,95,560000
2019-04,2019,4,SENGKANG,5 ROOM,451B,SENGKANG WEST WAY,13 TO 15,111,Improved,2015,95 years 01 month,95,1,95.08333333,572000
2019-04,2019,4,SENGKANG,5 ROOM,333B,ANCHORVALE LINK,07 TO 09,112,Improved,2015,95 years 03 months,95,3,95.25,600000
2019-04,2019,4,SENGKANG,5 ROOM,451B,SENGKANG WEST WAY,22 TO 24,111,Improved,2015,95 years 01 month,95,1,95.08333333,615000
2019-04,2019,4,SENGKANG,5 ROOM,282B,SENGKANG EAST AVE,01 TO 03,112,Premium Apartment,2015,95 years 04 months,95,4,95.33333333,625000
2019-04,2019,4,SENGKANG,5 ROOM,282B,SENGKANG EAST AVE,13 TO 15,112,Premium Apartment,2015,95 years 05 months,95,5,95.41666667,675000
2019-04,2019,4,SENGKANG,5 ROOM,280A,SENGKANG EAST AVE,10 TO 12,112,Premium Apartment,2015,95 years 04 months,95,4,95.33333333,680000
2019-04,2019,4,TAMPINES,2 ROOM,499A,TAMPINES AVE 9,10 TO 12,46,Model A,2014,94 years,94,0,94,288800
2019-04,2019,4,TAMPINES,3 ROOM,869A,TAMPINES AVE 8,04 TO 06,67,Model A,2015,95 years 02 months,95,2,95.16666667,360000
2019-04,2019,4,TAMPINES,3 ROOM,869B,TAMPINES AVE 8,10 TO 12,67,Model A,2015,95 years 02 months,95,2,95.16666667,365000
2019-04,2019,4,TAMPINES,3 ROOM,499B,TAMPINES AVE 9,10 TO 12,67,Model A,2014,94 years,94,0,94,392000
2019-04,2019,4,TAMPINES,3 ROOM,522A,TAMPINES CTRL 7,13 TO 15,67,Model A,2015,95 years 05 months,95,5,95.41666667,410000
2019-04,2019,4,TAMPINES,3 ROOM,522A,TAMPINES CTRL 7,13 TO 15,67,Model A,2015,95 years 04 months,95,4,95.33333333,450000
2019-04,2019,4,TAMPINES,5 ROOM,168D,SIMEI LANE,07 TO 09,111,DBSS,2011,90 years 11 months,90,11,90.91666667,775000
2019-04,2019,4,TAMPINES,5 ROOM,167C,SIMEI LANE,04 TO 06,107,DBSS,2011,90 years 11 months,90,11,90.91666667,778000
2019-04,2019,4,TAMPINES,5 ROOM,168A,SIMEI LANE,10 TO 12,107,DBSS,2011,90 years 11 months,90,11,90.91666667,816000
2019-04,2019,4,TOA PAYOH,3 ROOM,139A,LOR 1A TOA PAYOH,01 TO 03,70,DBSS,2012,91 years 11 months,91,11,91.91666667,515000
2019-04,2019,4,TOA PAYOH,3 ROOM,138B,LOR 1A TOA PAYOH,07 TO 09,70,DBSS,2012,92 years 01 month,92,1,92.08333333,625000
2019-04,2019,4,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,10 TO 12,91,DBSS,2012,91 years 11 months,91,11,91.91666667,765000
2019-04,2019,4,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,13 TO 15,91,DBSS,2012,91 years 11 months,91,11,91.91666667,770000
2019-04,2019,4,TOA PAYOH,5 ROOM,139B,LOR 1A TOA PAYOH,04 TO 06,110,DBSS,2012,91 years 11 months,91,11,91.91666667,878888
2019-04,2019,4,TOA PAYOH,5 ROOM,139A,LOR 1A TOA PAYOH,07 TO 09,110,DBSS,2012,92 years 01 month,92,1,92.08333333,890000
2019-04,2019,4,TOA PAYOH,5 ROOM,138B,LOR 1A TOA PAYOH,31 TO 33,114,DBSS,2012,92 years 01 month,92,1,92.08333333,977000
2019-04,2019,4,WOODLANDS,2 ROOM,780B,WOODLANDS CRES,10 TO 12,47,Model A,2015,95 years 03 months,95,3,95.25,230000
2019-04,2019,4,WOODLANDS,3 ROOM,887C,WOODLANDS DR 50,01 TO 03,67,Premium Apartment,2015,94 years 10 months,94,10,94.83333333,270000
2019-04,2019,4,WOODLANDS,3 ROOM,780A,WOODLANDS CRES,01 TO 03,67,Model A,2015,95 years 03 months,95,3,95.25,280000
2019-04,2019,4,WOODLANDS,3 ROOM,570B,WOODLANDS AVE 1,07 TO 09,67,Model A,2013,93 years 07 months,93,7,93.58333333,300000
2019-04,2019,4,WOODLANDS,3 ROOM,780C,WOODLANDS CRES,07 TO 09,67,Model A,2015,95 years 03 months,95,3,95.25,300000
2019-04,2019,4,WOODLANDS,3 ROOM,780F,WOODLANDS CRES,07 TO 09,67,Model A,2015,95 years 03 months,95,3,95.25,300000
2019-04,2019,4,WOODLANDS,4 ROOM,12C,MARSILING LANE,07 TO 09,93,Model A,2013,93 years 03 months,93,3,93.25,345000
2019-04,2019,4,WOODLANDS,4 ROOM,12C,MARSILING LANE,10 TO 12,93,Model A,2013,93 years 02 months,93,2,93.16666667,368000
2019-04,2019,4,WOODLANDS,4 ROOM,780E,WOODLANDS CRES,07 TO 09,92,Model A,2015,95 years 04 months,95,4,95.33333333,368000
2019-04,2019,4,WOODLANDS,4 ROOM,782D,WOODLANDS CRES,10 TO 12,92,Model A,2015,95 years 03 months,95,3,95.25,368888
2019-04,2019,4,WOODLANDS,4 ROOM,780C,WOODLANDS CRES,04 TO 06,92,Model A,2015,95 years 03 months,95,3,95.25,370000
2019-04,2019,4,WOODLANDS,4 ROOM,782D,WOODLANDS CRES,04 TO 06,92,Model A,2015,95 years 02 months,95,2,95.16666667,378000
2019-04,2019,4,WOODLANDS,4 ROOM,570C,WOODLANDS AVE 1,04 TO 06,92,Model A,2013,93 years 07 months,93,7,93.58333333,378000
2019-04,2019,4,WOODLANDS,4 ROOM,780E,WOODLANDS CRES,10 TO 12,92,Model A,2015,95 years 03 months,95,3,95.25,400000
2019-04,2019,4,WOODLANDS,4 ROOM,782A,WOODLANDS CRES,10 TO 12,92,Model A,2015,95 years 02 months,95,2,95.16666667,413000
2019-04,2019,4,WOODLANDS,4 ROOM,886C,WOODLANDS DR 50,07 TO 09,92,Premium Apartment,2015,94 years 10 months,94,10,94.83333333,415000
2019-04,2019,4,WOODLANDS,4 ROOM,887A,WOODLANDS DR 50,13 TO 15,92,Premium Apartment,2015,94 years 10 months,94,10,94.83333333,415000
2019-04,2019,4,WOODLANDS,4 ROOM,887B,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,94 years 10 months,94,10,94.83333333,420000
2019-04,2019,4,WOODLANDS,4 ROOM,886C,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,94 years 10 months,94,10,94.83333333,422000
2019-04,2019,4,WOODLANDS,4 ROOM,782A,WOODLANDS CRES,13 TO 15,92,Model A,2015,95 years 02 months,95,2,95.16666667,424000
